,variable,long_name,component,experiment,frequency,vertical_levels,spatial_domain,units,start_time,end_time,path
302,SOILWATER_10CM,soil liquid water + ice in top 10cm of soil (veg landunits only),lnd,HIST,monthly,1.0,global_land,kg/m2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-HIST-SOILWATER_10CM.zarr
303,FSNO,fraction of ground covered by snow,lnd,RCP85,monthly,1.0,global_land,unitless,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-RCP85-FSNO.zarr
304,H2OSNO,snow depth (liquid water),lnd,RCP85,monthly,1.0,global_land,mm,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-RCP85-H2OSNO.zarr
305,QRUNOFF,total liquid runoff (does not include qsnwcpice),lnd,RCP85,monthly,1.0,global_land,mm/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-RCP85-QRUNOFF.zarr
306,RAIN,atmospheric rain,lnd,RCP85,monthly,1.0,global_land,mm/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-RCP85-RAIN.zarr
307,SNOW,atmospheric snow,lnd,RCP85,monthly,1.0,global_land,mm/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-RCP85-SNOW.zarr
308,SOILLIQ,soil liquid water (vegetated landunits only),lnd,RCP85,monthly,1.0,global_land,kg/m2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-RCP85-SOILLIQ.zarr
309,SOILWATER_10CM,soil liquid water + ice in top 10cm of soil (veg landunits only),lnd,RCP85,monthly,1.0,global_land,kg/m2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/lnd/monthly/cesmLE-RCP85-SOILWATER_10CM.zarr
310,,,lnd,CTRL,static,,global_land,,,,s3://ncar-cesm-lens/lnd/static/grid.zarr
311,,,lnd,HIST,static,,global_land,,,,s3://ncar-cesm-lens/lnd/static/grid.zarr
312,,,lnd,RCP85,static,,global_land,,,,s3://ncar-cesm-lens/lnd/static/grid.zarr
313,,,lnd,20C,static,,global_land,,,,s3://ncar-cesm-lens/lnd/static/grid.zarr
314,DIC,dissolved inorganic carbon,ocn,20C,monthly,60.0,global_ocean,mmol/m^3,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-DIC.zarr
315,DOC,dissolved organic carbon,ocn,20C,monthly,60.0,global_ocean,mmol/m^3,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-DOC.zarr
316,FW,freshwater flux,ocn,20C,monthly,1.0,global_ocean,centimeter/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-FW.zarr
317,HMXL,mixed-layer depth,ocn,20C,monthly,1.0,global_ocean,centimeter,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-HMXL.zarr
318,O2,dissolved oxygen,ocn,20C,monthly,60.0,global_ocean,mmol/m^3,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-O2.zarr
319,PD,potential density ref to surface,ocn,20C,monthly,60.0,global_ocean,gram/centimeter^3,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-PD.zarr
320,QFLUX,internal ocean heat flux due to ice formation; heat of fusion > 0 or ice-melting potential < 0,ocn,20C,monthly,1.0,global_ocean,Watts/meter^2,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-QFLUX.zarr
321,QSW_HBL,solar short-wave heat flux in bndry layer,ocn,20C,monthly,1.0,global_ocean,watt/m^2,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-QSW_HBL.zarr
322,QSW_HTP,solar short-wave heat flux in top layer,ocn,20C,monthly,1.0,global_ocean,watt/m^2,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-QSW_HTP.zarr
323,RESID_S,free-surface residual flux (s),ocn,20C,monthly,1.0,global_ocean,kg/m^2/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-RESID_S.zarr
324,SALT,salinity,ocn,20C,monthly,60.0,global_ocean,gram/kilogram,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-SALT.zarr
325,SFWF,virtual salt flux in fw flux formulation,ocn,20C,monthly,1.0,global_ocean,kg/m^2/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-SFWF.zarr
326,SFWF_WRST,virtual salt flux due to weak restoring,ocn,20C,monthly,1.0,global_ocean,kg/m^2/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-SFWF_WRST.zarr
327,SHF,"total surface heat flux, including sw",ocn,20C,monthly,1.0,global_ocean,watt/m^2,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-SHF.zarr
328,SHF_QSW,solar short-wave heat flux,ocn,20C,monthly,1.0,global_ocean,watt/m^2,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-SHF_QSW.zarr
329,SSH,sea surface height,ocn,20C,monthly,1.0,global_ocean,centimeter,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-SSH.zarr
330,SST,potential temperature,ocn,20C,monthly,1.0,global_ocean,degC,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-SST.zarr
331,TAUX,windstress in grid-x direction,ocn,20C,monthly,1.0,global_ocean,dyne/centimeter^2,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-TAUX.zarr
332,TAUX2,windstress**2 in grid-x direction,ocn,20C,monthly,1.0,global_ocean,dyne^2/centimeter^4,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-TAUX2.zarr
333,TAUY,windstress in grid-y direction,ocn,20C,monthly,1.0,global_ocean,dyne/centimeter^2,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-TAUY.zarr
334,TAUY2,windstress**2 in grid-y direction,ocn,20C,monthly,1.0,global_ocean,dyne^2/centimeter^4,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-TAUY2.zarr
335,TEMP,potential temperature,ocn,20C,monthly,60.0,global_ocean,degC,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-TEMP.zarr
336,UES,salt flux in grid-x direction,ocn,20C,monthly,60.0,global_ocean,gram/kilogram/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-UES.zarr
337,UET,flux of heat in grid-x direction,ocn,20C,monthly,60.0,global_ocean,degC/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-UET.zarr
338,UVEL,velocity in grid-x direction,ocn,20C,monthly,60.0,global_ocean,centimeter/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-UVEL.zarr
339,VNS,salt flux in grid-y direction,ocn,20C,monthly,60.0,global_ocean,gram/kilogram/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-VNS.zarr
340,VNT,flux of heat in grid-y direction,ocn,20C,monthly,60.0,global_ocean,degC/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-VNT.zarr
341,VVEL,velocity in grid-y direction,ocn,20C,monthly,60.0,global_ocean,centimeter/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-VVEL.zarr
342,WTS,salt flux across top face,ocn,20C,monthly,60.0,global_ocean,gram/kilogram/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-WTS.zarr
343,WTT,heat flux across top face,ocn,20C,monthly,60.0,global_ocean,degC/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-WTT.zarr
344,WVEL,vertical velocity,ocn,20C,monthly,60.0,global_ocean,centimeter/s,1920-01-16 12:00:00,2005-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-20C-WVEL.zarr
345,DIC,dissolved inorganic carbon,ocn,CTRL,monthly,60.0,global_ocean,mmol/m^3,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-DIC.zarr
346,DOC,dissolved organic carbon,ocn,CTRL,monthly,60.0,global_ocean,mmol/m^3,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-DOC.zarr
347,FW,freshwater flux,ocn,CTRL,monthly,1.0,global_ocean,centimeter/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-FW.zarr
348,HMXL,mixed-layer depth,ocn,CTRL,monthly,1.0,global_ocean,centimeter,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-HMXL.zarr
349,O2,dissolved oxygen,ocn,CTRL,monthly,60.0,global_ocean,mmol/m^3,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-O2.zarr
350,PD,potential density ref to surface,ocn,CTRL,monthly,60.0,global_ocean,gram/centimeter^3,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-PD.zarr
351,QFLUX,internal ocean heat flux due to ice formation; heat of fusion > 0 or ice-melting potential < 0,ocn,CTRL,monthly,1.0,global_ocean,Watts/meter^2,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-QFLUX.zarr
352,QSW_HBL,solar short-wave heat flux in bndry layer,ocn,CTRL,monthly,1.0,global_ocean,watt/m^2,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-QSW_HBL.zarr
353,QSW_HTP,solar short-wave heat flux in top layer,ocn,CTRL,monthly,1.0,global_ocean,watt/m^2,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-QSW_HTP.zarr
354,RESID_S,free-surface residual flux (s),ocn,CTRL,monthly,1.0,global_ocean,kg/m^2/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-RESID_S.zarr
355,SALT,salinity,ocn,CTRL,monthly,60.0,global_ocean,gram/kilogram,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-SALT.zarr
356,SFWF,virtual salt flux in fw flux formulation,ocn,CTRL,monthly,1.0,global_ocean,kg/m^2/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-SFWF.zarr
357,SFWF_WRST,virtual salt flux due to weak restoring,ocn,CTRL,monthly,1.0,global_ocean,kg/m^2/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-SFWF_WRST.zarr
358,SHF,"total surface heat flux, including sw",ocn,CTRL,monthly,1.0,global_ocean,watt/m^2,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-SHF.zarr
359,SHF_QSW,solar short-wave heat flux,ocn,CTRL,monthly,1.0,global_ocean,watt/m^2,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-SHF_QSW.zarr
360,SSH,sea surface height,ocn,CTRL,monthly,1.0,global_ocean,centimeter,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-SSH.zarr
361,SST,potential temperature,ocn,CTRL,monthly,1.0,global_ocean,degC,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-SST.zarr
362,TAUX,windstress in grid-x direction,ocn,CTRL,monthly,1.0,global_ocean,dyne/centimeter^2,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-TAUX.zarr
363,TAUX2,windstress**2 in grid-x direction,ocn,CTRL,monthly,1.0,global_ocean,dyne^2/centimeter^4,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-TAUX2.zarr
364,TAUY,windstress in grid-y direction,ocn,CTRL,monthly,1.0,global_ocean,dyne/centimeter^2,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-TAUY.zarr
365,TAUY2,windstress**2 in grid-y direction,ocn,CTRL,monthly,1.0,global_ocean,dyne^2/centimeter^4,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-TAUY2.zarr
366,TEMP,potential temperature,ocn,CTRL,monthly,60.0,global_ocean,degC,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-TEMP.zarr
367,UES,salt flux in grid-x direction,ocn,CTRL,monthly,60.0,global_ocean,gram/kilogram/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-UES.zarr
368,UET,flux of heat in grid-x direction,ocn,CTRL,monthly,60.0,global_ocean,degC/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-UET.zarr
369,UVEL,velocity in grid-x direction,ocn,CTRL,monthly,60.0,global_ocean,centimeter/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-UVEL.zarr
370,VNS,salt flux in grid-y direction,ocn,CTRL,monthly,60.0,global_ocean,gram/kilogram/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-VNS.zarr
371,VNT,flux of heat in grid-y direction,ocn,CTRL,monthly,60.0,global_ocean,degC/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-VNT.zarr
372,VVEL,velocity in grid-y direction,ocn,CTRL,monthly,60.0,global_ocean,centimeter/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-VVEL.zarr
373,WTS,salt flux across top face,ocn,CTRL,monthly,60.0,global_ocean,gram/kilogram/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-WTS.zarr
374,WTT,heat flux across top face,ocn,CTRL,monthly,60.0,global_ocean,degC/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-WTT.zarr
375,WVEL,vertical velocity,ocn,CTRL,monthly,60.0,global_ocean,centimeter/s,0400-01-16 12:00:00,2200-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-CTRL-WVEL.zarr
376,DIC,dissolved inorganic carbon,ocn,HIST,monthly,60.0,global_ocean,mmol/m^3,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-DIC.zarr
377,DOC,dissolved organic carbon,ocn,HIST,monthly,60.0,global_ocean,mmol/m^3,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-DOC.zarr
378,FW,freshwater flux,ocn,HIST,monthly,1.0,global_ocean,centimeter/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-FW.zarr
379,HMXL,mixed-layer depth,ocn,HIST,monthly,1.0,global_ocean,centimeter,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-HMXL.zarr
380,O2,dissolved oxygen,ocn,HIST,monthly,60.0,global_ocean,mmol/m^3,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-O2.zarr
381,PD,potential density ref to surface,ocn,HIST,monthly,60.0,global_ocean,gram/centimeter^3,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-PD.zarr
382,QFLUX,internal ocean heat flux due to ice formation; heat of fusion > 0 or ice-melting potential < 0,ocn,HIST,monthly,1.0,global_ocean,Watts/meter^2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-QFLUX.zarr
383,QSW_HBL,solar short-wave heat flux in bndry layer,ocn,HIST,monthly,1.0,global_ocean,watt/m^2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-QSW_HBL.zarr
384,QSW_HTP,solar short-wave heat flux in top layer,ocn,HIST,monthly,1.0,global_ocean,watt/m^2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-QSW_HTP.zarr
385,RESID_S,free-surface residual flux (s),ocn,HIST,monthly,1.0,global_ocean,kg/m^2/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-RESID_S.zarr
386,SALT,salinity,ocn,HIST,monthly,60.0,global_ocean,gram/kilogram,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-SALT.zarr
387,SFWF,virtual salt flux in fw flux formulation,ocn,HIST,monthly,1.0,global_ocean,kg/m^2/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-SFWF.zarr
388,SFWF_WRST,virtual salt flux due to weak restoring,ocn,HIST,monthly,1.0,global_ocean,kg/m^2/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-SFWF_WRST.zarr
389,SHF,"total surface heat flux, including sw",ocn,HIST,monthly,1.0,global_ocean,watt/m^2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-SHF.zarr
390,SHF_QSW,solar short-wave heat flux,ocn,HIST,monthly,1.0,global_ocean,watt/m^2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-SHF_QSW.zarr
391,SSH,sea surface height,ocn,HIST,monthly,1.0,global_ocean,centimeter,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-SSH.zarr
392,SST,potential temperature,ocn,HIST,monthly,1.0,global_ocean,degC,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-SST.zarr
393,TAUX,windstress in grid-x direction,ocn,HIST,monthly,1.0,global_ocean,dyne/centimeter^2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-TAUX.zarr
394,TAUX2,windstress**2 in grid-x direction,ocn,HIST,monthly,1.0,global_ocean,dyne^2/centimeter^4,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-TAUX2.zarr
395,TAUY,windstress in grid-y direction,ocn,HIST,monthly,1.0,global_ocean,dyne/centimeter^2,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-TAUY.zarr
396,TAUY2,windstress**2 in grid-y direction,ocn,HIST,monthly,1.0,global_ocean,dyne^2/centimeter^4,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-TAUY2.zarr
397,TEMP,potential temperature,ocn,HIST,monthly,60.0,global_ocean,degC,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-TEMP.zarr
398,UES,salt flux in grid-x direction,ocn,HIST,monthly,60.0,global_ocean,gram/kilogram/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-UES.zarr
399,UET,flux of heat in grid-x direction,ocn,HIST,monthly,60.0,global_ocean,degC/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-UET.zarr
400,UVEL,velocity in grid-x direction,ocn,HIST,monthly,60.0,global_ocean,centimeter/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-UVEL.zarr
401,VNS,salt flux in grid-y direction,ocn,HIST,monthly,60.0,global_ocean,gram/kilogram/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-VNS.zarr
402,VNT,flux of heat in grid-y direction,ocn,HIST,monthly,60.0,global_ocean,degC/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-VNT.zarr
403,VVEL,velocity in grid-y direction,ocn,HIST,monthly,60.0,global_ocean,centimeter/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-VVEL.zarr
404,WTS,salt flux across top face,ocn,HIST,monthly,60.0,global_ocean,gram/kilogram/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-WTS.zarr
405,WTT,heat flux across top face,ocn,HIST,monthly,60.0,global_ocean,degC/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-WTT.zarr
406,WVEL,vertical velocity,ocn,HIST,monthly,60.0,global_ocean,centimeter/s,1850-01-16 12:00:00,1919-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-HIST-WVEL.zarr
407,DIC,dissolved inorganic carbon,ocn,RCP85,monthly,60.0,global_ocean,mmol/m^3,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-DIC.zarr
408,DOC,dissolved organic carbon,ocn,RCP85,monthly,60.0,global_ocean,mmol/m^3,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-DOC.zarr
409,FW,freshwater flux,ocn,RCP85,monthly,1.0,global_ocean,centimeter/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-FW.zarr
410,HMXL,mixed-layer depth,ocn,RCP85,monthly,1.0,global_ocean,centimeter,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-HMXL.zarr
411,O2,dissolved oxygen,ocn,RCP85,monthly,60.0,global_ocean,mmol/m^3,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-O2.zarr
412,PD,potential density ref to surface,ocn,RCP85,monthly,60.0,global_ocean,gram/centimeter^3,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-PD.zarr
413,QFLUX,internal ocean heat flux due to ice formation; heat of fusion > 0 or ice-melting potential < 0,ocn,RCP85,monthly,1.0,global_ocean,Watts/meter^2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-QFLUX.zarr
414,QSW_HBL,solar short-wave heat flux in bndry layer,ocn,RCP85,monthly,1.0,global_ocean,watt/m^2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-QSW_HBL.zarr
415,QSW_HTP,solar short-wave heat flux in top layer,ocn,RCP85,monthly,1.0,global_ocean,watt/m^2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-QSW_HTP.zarr
416,RESID_S,free-surface residual flux (s),ocn,RCP85,monthly,1.0,global_ocean,kg/m^2/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-RESID_S.zarr
417,SALT,salinity,ocn,RCP85,monthly,60.0,global_ocean,gram/kilogram,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-SALT.zarr
418,SFWF,virtual salt flux in fw flux formulation,ocn,RCP85,monthly,1.0,global_ocean,kg/m^2/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-SFWF.zarr
419,SFWF_WRST,virtual salt flux due to weak restoring,ocn,RCP85,monthly,1.0,global_ocean,kg/m^2/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-SFWF_WRST.zarr
420,SHF,"total surface heat flux, including sw",ocn,RCP85,monthly,1.0,global_ocean,watt/m^2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-SHF.zarr
421,SHF_QSW,solar short-wave heat flux,ocn,RCP85,monthly,1.0,global_ocean,watt/m^2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-SHF_QSW.zarr
422,SSH,sea surface height,ocn,RCP85,monthly,1.0,global_ocean,centimeter,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-SSH.zarr
423,SST,potential temperature,ocn,RCP85,monthly,1.0,global_ocean,degC,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-SST.zarr
